uid,date,tags,category,tracking number,title,text,region,attack on,complex attack,reporting unit,unit name,type of unit,friendly WIA,friendly KIA,HN WIA,HN KIA,Civ WIA,Civ KIA,Enemy WIA,Enemy KIA,Enemy detained,MGRS,Latitude,Longitude,Originator group,Updated by group,unk1,unk2,Affiliation,DColor,Classification
CF19EFA7-B272-42B3-A65C-D1E3E98C489D,2009-07-04 06:54:00,Enemy Action,Direct Fire,41RPR41000165002009-07#0327,(ENEMY ACTION) DIRECT FIRE RPT  (Small Arms) A COY 2 MERCIAN : 0 INJ/DAM,"A COY 2 MERCIAN reported while conducting a NFO, INS engaged with SAF. FF are observing. No casualties or damage reported.",RC SOUTH,ENEMY,,A SIGACTS MANAGER,A COY 2 MERCIAN,CF,0,0,0,0,0,0,0,0,0,41RPR4100016500,31.77534676,64.48907471,RC (S),A SIGACTS MANAGER,,,ENEMY,RED,SECRET
59D443CB-28C3-42B1-A1EE-1CC980D2D154,2009-07-04 07:00:00,Friendly Action,Escalation of Force,42SWD22070293502009-07#0330,(FRIENDLY ACTION) ESCALATION OF FORCE RPT   FRA BG : 0 INJ/DAM,"FRA BG reported that while on NFO a civilian car blocked the patrol, creating a traffic jam. In spite of visual signs made by the patrol and laser shots, the civilian car did not obey.FF fired 1 x warning shot (5.56mm). After the warning shot, the civilian car moved out of the road and the patrol continued on task.No casualties or damage reported.",RC CAPITAL,FRIEND,,A SIGACTS MANAGER,FRA BG,CF,0,0,0,0,0,0,0,0,0,42SWD2207029350,34.60575104,69.2407074,RC (C),A SIGACTS MANAGER,,,FRIEND,BLUE,SECRET
4AE889D7-B9C1-480F-8385-5D7F0F67DA99,2009-07-04 07:15:00,Explosive Hazard,IED Found/Cleared,41RNP75300800402009-07#0334.02,(EXPLOSIVE HAZARD) IED FOUND/CLEARED RPT  (VOIED) 2ND LAR USMC : 0 INJ/DAM,"2nd LAR USMC reported that while on NFO patrol. FF found 1 x poss VOIED (PP)(disturbed earth, metal detector hits). FF have cordoned off the area.

UPDATE 1729D* 
INS engaged FF with SAF. FF requested CAS. Cobra will be on station in 40 mins, Harriers with be on station in 10 mins.

UPDATE 051034D*
The contact ceased, allowing EOD to deploy to the site and BIP the device without incident. Nothing further to report. 

***Event closed at 1310D*",RC SOUTH,ENEMY,TRUE,TF PALADIN LNO,2nd LAR USMC,CF,0,0,0,0,0,0,0,0,0,41RNP7530080040,30.55040932,63.7850914,RC (S),1ST CEB S2,,,ENEMY,RED,SECRET
0x080e00000122427e888b160d668592e1,2009-07-04 07:56:58,Enemy Action,Indirect Fire,20096475642SWB3003006980,(ENEMY ACTION) INDIRECT FIRE RPT   TF EAST PATIKA : 0 INJ/DAM,"Event Title:D3 0755z
Zone:null
Placename:ISAF #07-332
Outcome:Ineffective

TF EAST PAKTIKA
C/3-509TH IN (ABN)

0755Z:  FOB BORIS REPORTS RECEIVING 2 ROUNDS OF INEFFECTIVE IDF.  POO WAS VISUALLY ACQUIRED. FIRE MISSION WILL BE CONDUCTED WITH 155MM FROM FOB BORIS.

0802z:
*****TF 3 GERONIMO FIRE MISSION*****
1.) MSN TYPE: Counter fire
2.) TGT GRID: WB 3003 0698
3.) OBSERVER CALLSIGN: B40
4.) OBSERVER LOCATION: Boris
5.) OT LINE:  131Deg
6.) GTL: 131 Deg
7.) Max ORD: 10K
8.) TGT DESC: POO
9.) FIRE UNIT and LOC: Falcon Boris
10.) TYPE ROUND:155mm
11.) ROUNDS TO BE FIRED: 10 x HE/PD 
12.) DISTRIBUTION: open
13.) ROZ: FLOG
**TF 3 GERONIMO FIRE MISSION**

0807z: END OF MISSION ALL ROUNDS OBSERVED SAFE AND ON TARGET.

0812z: C/3-509TH REPORTS THAT THE AAF INDIRECT  ROUNDS IMPACTED THE WOOD MARKET IN THE BAZAAR.  THE BORIS AID STATION IS TREATING TWO INJURED LOCALS.

1311Z: 3/C/3-509TH RP FROM BDA PATROL WITH NSTR

SUMMARY:
2 X INEFFECTIVE IDF
2 X WOUNDED LOCAL NATIONAL
10 X ROUNDS OF 155MM HE/PD
0 X DMG



CLOSED/1112Z
",RC EAST,ENEMY,,A SIGACTS MANAGER,TF EAST PATIKA,CF,0,0,0,0,0,0,0,0,0,42SWB3003006980,32.59991455,69.32003021,,A SIGACTS MANAGER,,,ENEMY,RED,SECRET
4697C118-1517-911C-C5E16CDD7BAD6E17,2009-07-04 08:18:00,Explosive Hazard,Unexploded Ordnance,20090704081842SWB8536582501,(EXPLOSIVE HAZARD) UNEXPLODED ORDNANCE RPT   A BSTB : 0 INJ/DAM,"RC East reported a UXO Find: 
FF reported finding a 107mm Rocket.  At 1111Z, EOD conducted a controlled det.  No casualties or damage reported.  NFTR.  Event closed at 1113Z.
	
ISAF # 07-0349
",RC EAST,ENEMY,,TF Steel / TF East JOC Watch,,CF,0,0,0,0,0,0,0,0,0,42SWB8536582501,33.27817535,69.91668701,TF East JOC Watch,A SIGACTS MANAGER,,,ENEMY,RED,SECRET
DCD96E5A-EB2E-4304-9DC7-7A826B6CC821,2009-07-04 08:20:00,Enemy Action,Direct Fire,41RPR26731096322009-07#0333.02,(ENEMY ACTION) DIRECT FIRE RPT  (Small Arms) 2 COY 1 WG : 0 INJ/DAM,"2 Coy 1 WG while on NFO patrol, INS engaged FF with SAF from the NE of CP 7. FF are observing.

UPDATE 1552D* 
No further INS activity. Nothing further to report. No casualties or damage reported.

***Event closed at 1555D*",RC SOUTH,ENEMY,,A SIGACTS MANAGER,2 Coy 1 WG,CF,0,0,0,0,0,0,0,0,0,41RPR2673109632,31.71507263,64.33752441,RC (S),A SIGACTS MANAGER,,,ENEMY,RED,SECRET
454AF27C-1517-911C-C598548173BD1350,2009-07-04 08:35:00,Explosive Hazard,IED Explosion,20090704083541RPR4279017210,(EXPLOSIVE HAZARD) IED EXPLOSION RPT  (UNK) ANA W/ 2 MERICAN OMLT : 1 HNSF KIA 1 HNSF WIA 1 CIV WIA ,"ANA w/ 2 Merican OMLT reported that while conducting an offensive patrol, FF found a VOIED (PP).  FF while extracting from the cordon suffered 2x IED strikes folowed by SAF resulting in 1x ANA KIA, 1x ANA WIA (CAT A) and 1x LN wounded (CAT A).  NFI att.

Casualty was MEDEVACd to R3 (UK) BSN IAW MM(S)07-04O. Contact ceased and FF extracted from the site.

ISAF # 07-0335
",RC SOUTH,ENEMY,TRUE,TF East JOC Watch,ANA w/ 2 Merican OMLT,ANSF,0,0,1,1,1,0,0,0,0,41RPR4279017210,31.78152847,64.50807953,TF East JOC Watch,J3 ORSA,(ISAF) FFIR 2. - FATALITY TO ANSF OR INJURY TO > 5 ANSF,J3 ORSA,ENEMY,RED,SECRET
988D6A49-50FF-4A0E-88C5-1AF589A1FBF2,2009-07-04 08:38:00,Enemy Action,Direct Fire,41RPR62140147002009-07#0339.01,(ENEMY ACTION) DIRECT FIRE RPT   US PMT : 0 INJ/DAM,"US PMT reported while conducting a NFO, INS engaged with SAF. FF responded with SAF. 

UPDATE 050228D* 
Contact ceased. FF continued on task. No casualties or damage reported.

***Event closed at 050228D*",RC SOUTH,ENEMY,,A SIGACTS MANAGER,US PMT,CF,0,0,0,0,0,0,0,0,0,41RPR6214014700,31.75630951,64.71195221,RC (S),A SIGACTS MANAGER,,,ENEMY,RED,SECRET
5EFEDA51-9E0F-4DF8-A85E-99D062380ACC,2009-07-04 08:55:00,Friendly Action,Attack,41RPR41980160302009-07#0352.06,(FRIENDLY ACTION) ATTACK RPT  (Small Arms) JHFA : 3 UE KIA ,"JHFA reported that AH-64 conducted a routine task. AH-64 PID INS carrying a RPG and PID INS in a compound at GR 41R PR 4198 1603 and GR 41R PR 4203 1624. AH-64 engaged with 170 x 30mm, resulting in 3 x INS killed (unconfirmed). AH-64 fired 20 x 30mm into the compound followed by 1 x hellfire as directed by JTAC on the ground. 

UPDATE 1644D* 
FF observed FAMs along side of a white vehicle conducting suspicious behavior. AH-64 (UG55) fired 40 x 30mm cannon warning shots. BDA: 3 x INS killed.

UPDATE 1910D* 
ICOM chatter suggest INS plan to engage AH-64. AH-64 (UG55) fired 100 x 30mm suppressing warning shots as IRT landed at location at GR 41R PR 4221 1552.

BDA: 3 x INS killed 

***Event closed at 042210D*3 Killed None(None) Insurgent
",RC SOUTH,FRIEND,,A SIGACTS MANAGER,JHFA,CF,0,0,0,0,0,0,0,3,0,41RPR4198016030,31.77098656,64.4993515,RC (S),A SIGACTS MANAGER,,,FRIEND,BLUE,SECRET
BC6CAF47-665F-4A03-92DB-82A99FB90374,2009-07-04 09:10:00,Enemy Action,Direct Fire,41RQQ30479935322009-07#0338.02,"(ENEMY ACTION) DIRECT FIRE RPT  (Small Arms,RPG) ANA : 0 INJ/DAM","Un-mentored ANA convoy.reported that 5-6x INS engaged ANA convoy with SAF and RPG. FF returned fire and continued on patrol without any damages or casualties.

UPDATE 1804D* 
Nothing further reported. 

***Event closed at 2014D*",RC SOUTH,ENEMY,,A SIGACTS MANAGER,ANA,ANSF,0,0,0,0,0,0,0,0,0,41RQQ3047993532,31.55376434,65.42806244,RC (S),A SIGACTS MANAGER,,,ENEMY,RED,SECRET
4574E793-1517-911C-C5859E1E8DC097F3,2009-07-04 09:20:00,Enemy Action,Indirect Fire,20090704091042SXD7370073100,(ENEMY ACTION) INDIRECT FIRE RPT  (Rocket) 2-12 IN : 0 INJ/DAM,"S: UNK
A: IDF 
L-F:42SXD7370073100
L-E: UNK
T: 041351LJULY2009
U: 1C-1/321 Airborne Field Artillery Regiment
R:  Scanning Area for Spotters/Enemy 

1351L:  FOB Blessing is reporting receiving IDF.  One Round of IDF was fired.

1356L:  SteelRain reports seeing 4 people watching FOB Blessing from the Gun Line @ 2300 mils, 1500 meters.  They are sitting in the same position as yesterday observing.  Grid to personnel is XD 75500 72000.

1400L:  SWT enroute to FOB Blessing

1403L:  CRATER ANALYIS
Location: FOB Blessing
Grid to POI: XD 73816 72909 alt 1012
Back Azimuth: 0650
Type of Round: 107mm Rocket
Time: 1400 L
Unit: 1C-1/321 AFAR

1407L:  4 Personnel still at that grid observing FOB Blessing.

1421L:  Individuals left from ridgeline and are moving east.

1431L:  100% of personnel completed.

1451L:  SWT going to check out XD 7562 7392 as a suspected spot of where the IDF is coming from.

1506L:  SWT ID's possible enemy fighting postion @ XD 7597 7521.

1532:  SWT pushed to ABLE MAIN to help support them.

1542:  TIC Closed


RADAR DID NOT AQ",RC EAST,ENEMY,,TF MTN Warrior SIGACT Manager,2-12 IN,CF,0,0,0,0,0,0,0,0,0,42SXD7370073100,34.9855957,70.90307617,TF MTN Warrior SIGACT Manager,A SIGACTS MANAGER,,,ENEMY,RED,SECRET
4651227B-1517-911C-C5D2F4BF009AC4F8,2009-07-04 09:31:00,Explosive Hazard,IED Found/Cleared,20090704093141SNR0884962819,(EXPLOSIVE HAZARD) IED FOUND/CLEARED RPT  (VOIED) 2-3 USMC RCP : 0 INJ/DAM,"RC West reported 4 x VOIED(PP) Finds: 
FF reported that while conducting a NFO patrol they found 4x VOIED(PP)s. First IED consisted of 1x propane tank, 1x battery pack, and a pressure plate.  Second IED consisted of 1x plastic bottle pressure plate, 1x battery pack, 1x gallon plastic bucket as casing for MC.  Third IED consisted of 1x 122mm Projo, 1x battery pack, and 1x wooden pressure plate with motorcycle springs.  Fourth IED consisted of 1x small propane tank with 15lbs UBE, 1x plastic bottle pressure plate, 1x motorcycle battery.  FF cordoned each area, and all were destroyed by controlled det.  No casualties or damage reported.  NFTR.  Event closed at 1756Z.

ISAF # 07-0360

ISAF # 07-0360
",RC WEST,ENEMY,,TF East JOC Watch,2-3 USMC RCP,CF,0,0,0,0,0,0,0,0,0,41SNR0884962819,32.20190048,63.09389114,TF East JOC Watch,1ST CEB S2,,,ENEMY,RED,SECRET
1413860D-8FAB-4B24-9FB2-5C0E4EAF9CB3,2009-07-04 09:36:00,Enemy Action,Indirect Fire,41SQS42922486102009-07#0337.01,(ENEMY ACTION) INDIRECT FIRE RPT   CJSOTF A : 3 HNSF WIA ,"CJSOTF A reported that while on NFO patrol, FF received IDF from UNK number of INS.FF returned fire and requested CAS.

UPDATE 2347D*
CJSOTFA reported final BDA: 3x ASG WIA (CAT UNK), 1x Mark82 dropped, UNK number of INS killed. NFTR

***Event closed at 2347D*3 Wounded in Action None(None) Local Civilian
",RC SOUTH,ENEMY,,A SIGACTS MANAGER,CJSOTF A,CF,0,0,3,0,3,0,0,0,0,41SQS4292248610,32.94881439,65.59857178,RC (S),J3 ORSA,,,ENEMY,RED,SECRET
45704E83-1517-911C-C5813A221B084B52,2009-07-04 09:39:00,Enemy Action,Recon,20090704090542SXD7323262207,(ENEMY ACTION) RECON RPT   2-12 IN  : 0 INJ/DAM,"S: 1 AAF
A: PID ON ENEMY OBSERVER
L- F: XD 7393 6253
L- E: 42SXD7323262207
T: 041409JULY2009
U: 3/B/2-12 IN
R: 120MM HE

1409L  3/B/2-12 IN reports having PID on individual in a historic fighting position.  3/B/2-12 IN had PID with an individual with a scope in that area.


1354L  !!! FIRE MISSION!!!
TIME: ATT 
ASSET: 120MM/ KOP
OBS/OBS LOC: BAKER93/ RESTREPO
TARGET LOC:  GRID XD 7333 6231  EL 1680
ROUNDS/TYPE: HE
TARGET REASON/DESC: CF HAVE EYES ON SNIPER/ OBSERVER FROM HISTORICAL SNIPER LOCATION
MAXORD:  2698            GTL: 4279

1357L !!! FIRE MISSION!!!
TIME: ATT 
ASSET: 120MM/ KOP
OBS/OBS LOC: BAKER93/ RESTREPO
TARGET LOC:  KE2206 (XD 73232 62207)
ROUNDS/TYPE: HE
TARGET REASON/DESC: CF HAVE EYES ON SNIPER/ OBSERVER FROM HISTORICAL SNIPER LOCATION
 MAXORD: 2694            GTL: 4232

1431L:  3/B/2-12 reports no BDA amd can not locate the individual with a scope..

120mm 10 x HE

1539L:  TIC Closed


",RC EAST,ENEMY,,TF MTN Warrior SIGACT Manager,2-12 IN ,CF,0,0,0,0,0,0,0,0,0,42SXD7323262207,34.88750076,70.89568329,TF MTN Warrior SIGACT Manager,A SIGACTS MANAGER,,,ENEMY,RED,SECRET
0x080e0000012224d79b9716d9f01ec93c,2009-07-04 09:48:58,Enemy Action,Indirect Fire,20096494842SWB0374599659,(ENEMY ACTION) INDIRECT FIRE RPT   TF DENALI : 1 CIV WIA ,"Event Title:D7 0952Z
Zone:null
Placename:ISAF #07-343
Outcome:null


UNIT: TF DENALI/COP ZORMAT

TYPE: IDF

TIMELINE: 04 0952Z COP ZORMAT REPORTS TAKING IDF. ROUNDS FALLING SHORT TO THE EAST. 5 X RDS TOTAL ATT.

UPDATE: 0958Z 6TH RD IMPACT ALSO SHORT TO THE EAST OUTSIDE OF COP.

UPDATE: 1030Z 13 Y.O. LN MALE BROUGHT TO ZOP ZORMAT W/ SHRAPNEL WOUNDS TO UPPER/INNER THIGH. WOUNDS SUSTAINED FROM IDF. PT WILL BE MEDEVAC LIFTED TO FOB LIGHTNING.

UPDATE 1108Z: W/U OE

UPDATE 1123Z: W/D COP ZORMAT

UPDATE 1128Z: W/U COP ZORMAT

UPDATE 1134Z: W/D FOB LIGHTNING

SUMMARY:
1 X IDF
0 X DMG
1 X INJ 13 Y.O LN MALE

EVENT: CLOSED 1135Z",RC EAST,ENEMY,,A SIGACTS MANAGER,TF DENALI,CF,0,0,0,0,1,0,0,0,0,42SWB0374599659,33.43631363,69.04029083,,A SIGACTS MANAGER,,,ENEMY,RED,SECRET
5B8BBBDB-29AD-4283-BA98-33DA0E95BEF9,2009-07-04 09:55:00,Enemy Action,Direct Fire,41RPR56500068002009-07#0345.02,"(ENEMY ACTION) DIRECT FIRE RPT  (HMG,Small Arms) ANA : 0 INJ/DAM","Un-mentored ANA reported that while on NFO patrol. INS engaged FF with SAF and HMG (GR 41RPR564055). FF returned fire with SAF and requested CAS. FF continue observing in order to PID INS.

UPDATE 1547D* 
Contact ceased. No further INS activity observed. FF continued on task. No casualties or damage reported.

***Event closed at 1556D*",RC SOUTH,ENEMY,,A SIGACTS MANAGER,ANA,ANSF,0,0,0,0,0,0,0,0,0,41RPR5650006800,31.68585014,64.65116119,RC (S),A SIGACTS MANAGER,,,ENEMY,RED,SECRET
49F5876E-7840-4E0F-BEC6-A397F1305631,2009-07-04 09:57:00,Enemy Action,Indirect Fire,41RPR42903306182009-07#0344.01,(ENEMY ACTION) INDIRECT FIRE RPT   4 SQN CSLR : 0 INJ/DAM,"4 SQN CSLR reported while conducting a logistics convoy ISO OP LAVA 23, INS engaged with 1 x unk IDF. AH-64 on station conducted a SOF. FF drove trough the IDF contact. No further INS activity. No casualties or damage reported.

***Event closed at 1720D*",RC SOUTH,ENEMY,,A SIGACTS MANAGER,4 SQN CSLR,CF,0,0,0,0,0,0,0,0,0,41RPR4290330618,31.90243912,64.5112381,RC (S),A SIGACTS MANAGER,,,ENEMY,RED,SECRET
8DDE1054-F034-A8C1-340F43C44FE9AF34,2009-07-04 12:37:00,Explosive Hazard,IED Found/Cleared,20090704123741RPQ2469572425,(EXPLOSIVE HAZARD) IED FOUND/CLEARED RPT  (VOIED) CEB USMC IVO  (ROUTE SHINER): 0 INJ/DAM,"041115D JUL 09 RCP-3 while traveling from PB Jaker down Route Shiner IVO 41R PQ 24695 72425 received a high metallic hit from dismounted sweepers. The spot was marked and dismounts proceeded to sweep down the road where they encountered another high metallic hit, which was also marked. EOD TL then swept down range to first hit and confirmed IED, which consisted of (1) 152mm flechette round, pressure plate, and power source. Device was rendered safe by EOD and all hazardous components were disposed of. All non hazardous components were collected for evidence. EOD then proceeded to next metallic hit approximately 75m further down the road. TL once again confirmed IED, which once again consisted of (1)152mm flechette round, pressure
plate and power source. Secondary IED was rendered safe and all hazardous components
were disposed of. All non-hazardous components were collected for evidence.",RC SOUTH,ENEMY,,1ST CEB S2,CEB USMC,CF,0,0,0,0,0,0,0,0,0,41RPQ2469572425,31.37968636,64.31134033,1ST CEB S2,J3 ORSA,,,ENEMY,RED,SECRET
4574D68B-1517-911C-C522CA1AB5687D74,2009-07-04 10:44:00,Enemy Action,Indirect Fire,20090704104442SXD8644968986,(ENEMY ACTION) INDIRECT FIRE RPT   2-12 IN : 0 INJ/DAM,"S:  UNK
A:  IDF
L-  F: XD 86450 68986
L-  E: UNK
T:  041517LJULY2009
U:  1/C/2-12 IN
R:  NONE

1517L:  1/C/2-12 IN Reports taking IDF at ABLE MAIN.  Reporting walking rounds in on them.

1527L:  SWT on station for ABLE MAIN.

1527L:  Fire Mission:  
TIME ATT
120'S
OBS LOC ABLE MAIN
RDS TYPE HE 
TGT DES XD  8623 7072
TGT REASON: SUSPECTED ENEMY position
MAX ORD:  13950
GTL :6272

120mm 1 x HE AOS(Observed)

1528L  No rounds landed on COP.

1532L:  Haji Sumai reports rounds fired from the North.  Haji Sumai called by cell phone and lives in Pas Managi.

1537L:  Palehorse 56 reports 5-6 males standing around a truck with its hood up VIC XD 8649 7138.

1538L:  1/C/2-12 IN still receiving IDF.
S:  UNK
A:  IDF
L-  F: XD 86450 68986
L-  E: UNK
T:  041538LJULY2009
U:  1/C/2-12 IN
R:  None

1545L:  100% on personnel ATT.

1548L:  No rounds landed on the COP.

1601L:  SWT are back on station and at XD 8440 6995 looking in the area where the Elder said the rockets were coming from.  Also not taking IDF ATT.

1647L: SWT are checking off station ATT.

TIC CLOSED

UNK IF IT WAS A ROCKET OR MORTARS",RC EAST,ENEMY,,TF MTN Warrior SIGACT Manager,2-12 IN,CF,0,0,0,0,0,0,0,0,0,42SXD8644968986,34.94625092,71.04175568,TF MTN Warrior SIGACT Manager,A SIGACTS MANAGER,,,ENEMY,RED,SECRET
F631AB76-10C6-483E-9E6D-C16696E93979,2009-07-04 11:10:00,Non-Combat Event,Equipment Failure,41RQQ70500891002009-07#0348.02,(NON-COMBAT EVENT) EQUIPMENT FAILURE RPT   JDOC : 0 INJ/DAM,"JDOC reported that 1 x REAPER UAV returning from a routine task and carrying 2 x GBU-12 and 2 x HELLFIRE crashed at KAF RAMP C1. FF cordoned the site and ICP has been established. EOD deployed to the site to support. The airfiled is currently closed until recovery can be completed. 

UPDATE 1813D* 
Runway is repaired. UAV being secured to flatbed. 

UPDATE 1853D* 
Runway back to full operations. Nothing further to report. BDA: 1 x UAV damaged. 

***Event closed at 1900D*. 


BDA: 1 x UAV damaged.",RC SOUTH,NEUTRAL,,A SIGACTS MANAGER,JDOC,CF,0,0,0,0,0,0,0,0,0,41RQQ7050089100,31.50512695,65.84806061,RC (S),A SIGACTS MANAGER,,,NEUTRAL,GREEN,SECRET
0x080e00000122427e888b160d66859798,2009-07-04 11:14:58,Enemy Action,Direct Fire,200964111442SWB3540049670,(ENEMY ACTION) DIRECT FIRE RPT  (Small Arms) 3-509 : 0 INJ/DAM,"Event Title:D9 1100Z
Zone:null
Placename:ISAF#07-350
Outcome:Effective

TF EAST PAKTIKA
B/3-509TH IN (ABN)

1034z: ******TF 3 GERONIMO SALTR*******
S-5-7 PAX
A-SAF
L-FOB MUNOZ 
T-1033z
R-WORKING CAS/AWT
******TF 3 GERONIMO SALTR*******

1035z:  FOB MUNOZ REPORTS RECEIVING SAF FROM WB 3595 5095.  

1100z: SAF CONTACT HAS CEASED AND THE ICOM CHATTER INDICATES THAT THEY AAF ARE MOVING INTO A DIFFERENT POSITION AND POSSIBLY PREPARING FOR AN ATTACK LATER IN THE EVENING.  

SUMMARY//
0 X DMG
0 X INJ
 

CLOSED//1135z",RC EAST,ENEMY,,A SIGACTS MANAGER,3-509,CF,0,0,0,0,0,0,0,0,0,42SWB3540049670,32.98484039,69.37888336,,A SIGACTS MANAGER,,,ENEMY,RED,SECRET
30EA795F-98DA-4907-B545-C8072AD09B11,2009-07-04 11:35:00,Enemy Action,Direct Fire,41RPR28460127802009-07#0381,(ENEMY ACTION) DIRECT FIRE RPT  (RPG) 2 COY 1 WG : 0 INJ/DAM,"2 Coy 1 WG reported that while conducting a NFO patrol, INS fired a RPG from 41R PR 2855 1255 onto LOY MANDAH town which flew over the top and did not detonated. FF sniper returned fire and continued with observing the area. No casualties or damage reported.",RC SOUTH,ENEMY,,A SIGACTS MANAGER,2 Coy 1 WG,CF,0,0,0,0,0,0,0,0,0,41RPR2846012780,31.74327278,64.35618591,RC (S),A SIGACTS MANAGER,,,ENEMY,RED,SECRET
45D1D36A-1517-911C-C5F7C92EF327FF86,2009-07-04 12:00:00,Explosive Hazard,IED Explosion,20090704120041RPQ3411198027,(EXPLOSIVE HAZARD) IED EXPLOSION RPT  (UNK) COMPASS CONVOY : 1 CIV KIA 1 CIV WIA ,"Compass Convoy reported they suffered an IED strike and are assessing BDA att.  Compass Security guards secured the area.  BDA: 1x LN Killed and 1x LN Wounded.  NFTR.  Event closed.

ISAF # 07-0353
",RC SOUTH,ENEMY,,TF East JOC Watch,Compass Convoy,CIV,0,0,0,0,1,1,0,0,0,41RPQ3411198027,31.60956001,64.41381073,TF East JOC Watch,J3 ORSA,,,ENEMY,RED,SECRET
0x080e000001224311f021160d769e857e,2009-07-04 12:00:00,Friendly Action,Medevac,2009640042SVB6107978576,(FRIENDLY ACTION) MEDEVAC RPT   TF WHITE EAGLE : 0 INJ/DAM,"Event Title:D11 1219Z
Zone:null
Placename:MM(E)07-04I  ROF: GHZ-GRID-GHZ
Outcome:null

***** TF WHITE EAGLE MEDEVAC TO FOLLOW *****
LINE 1  42S VB 61079 78576
LINE 2  57.225 Law Dog 26
LINE 3  1XC
LINE 4  A
LINE 5 1xL
LINE 6  N
LINE 7  C  BLUE SMOKE
LINE 8  1A
LINE 9  N/A
REMARKS  Possible fracture to Arm, 

UPDATE: us mil from 1/121st INJUGIED HIS ELBOW NOT HIS ARM WHILE INSIDE THE VEHICLE ON A PATROL


UPDATE: ",RC EAST,FRIEND,,A SIGACTS MANAGER,TF WHITE EAGLE,CF,0,0,0,0,0,0,0,0,0,42SVB6107978576,33.24545288,68.5821991,,A SIGACTS MANAGER,,,FRIEND,BLUE,SECRET
8DC9A864-C342-4910-0CBD904E3DB88B97,2009-07-04 12:15:00,Friendly Action,Cache Found/Cleared,20090704121541RPR1303825940,(FRIENDLY ACTION) CACHE FOUND/CLEARED RPT   2/8 USMC IVO  (ROUTE REDSKINS): 0 INJ/DAM,"On DTG, 041000D Jul 09 RCP 2 was tasked to conduct a route clearance operation in support of Echo 2/8 on ASR Redskins. When RCP 2 reached grid 41R PR 13038 25940 the EOD team was asked to investigate a vehicle with 2 RPG7 and a launcher in the back of vehicle.",RC SOUTH,FRIEND,,1ST CEB S2,2/8 USMC,CF,0,0,0,0,0,0,0,0,0,41RPR1303825940,31.86360741,64.19493103,1ST CEB S2,J3 ORSA,,,FRIEND,BLUE,SECRET
463D19A2-1517-911C-C5E61A2D27E9CFE4,2009-07-04 12:30:00,Enemy Action,Direct Fire,20090704123042SXD7493060880,"(ENEMY ACTION) DIRECT FIRE RPT  (RPG,Small Arms) 2-12 IN : 1 CF WIA ","S: UNK
A: SAF/RPG
L-F: XD 7413 6133
L-E: XD 74930 60880
T: 1700L
U: 2/B/2-12
R: 120MM/SAF

1700L: 3/B/2-12 reports receiving RPG/SAF, 120mm out of KOP and returned with SAF.

TIME: ATT
F/U: 155mm Steel Rain
F/U Loc: FOB BLESSING
OBS/OBS LOC: Baker70
TGT Loc: KE2226 XD 74930 60880 alt 1596
RDS/TYPE: FFE - 4 rounds HE/PD
TGT Des/Reason: TIC 
CALIBRATED LOT
Max.ORD: 29,500 MSL
GTL: 175 deg mag

1741L: 155mm out of Blessing to target KE2226 (XD 74930 60880).

1746L: EOM for KE2226.

1749L: 3/B/2-12 reports no longer receiving and type of fire.

1754L: 3/B/2-12 reports having 1x M1151 down at grid  XD74203/62140. 3/B/2-12 reports it is not due to contact and are working recovery assets ATT.

1810L: 3/B/2-12 reports they have 1x US WIA, initial assesment was that 1x rnd ricochet, and he caught shrapnel to the face from it. The Soldier was teated on site and will not require any type of MEDEVAC, he will be reevaluated when he retuens to the KOP. Soldeirs information to follow.

1825L: Soldiers BTL Roster is BA6871

1829L: 3/B/2-12 reports the damage to the veh is  front passenger tire torqued, lower bore joint ripped, half shaft broken, and top link about to break.

WIA was from a ricochet",RC EAST,ENEMY,TRUE,TF MTN Warrior SIGACT Manager,2-12 IN,CF,1,0,0,0,0,0,0,0,0,42SXD7493060880,34.87525177,70.91397858,TF MTN Warrior SIGACT Manager,A SIGACTS MANAGER,,,ENEMY,RED,SECRET
4636C229-1517-911C-C5C37AD25E9D61DD,2009-07-04 12:59:00,Friendly Action,Detainee Transfer,20090704125942SWD2419567102,(FRIENDLY ACTION) DETAINEE TRANSFER RPT   TF LONE STAR : 0 INJ/DAM,"1x detainee transferred to the BTIF from TF Paladin,04 JULY 09 at 1259Z.",RC EAST,FRIEND,,TF GUARDIAN LNO,TF Lone Star,CF,0,0,0,0,0,0,0,0,0,42SWD2419567102,34.94613647,69.26496887,TF GUARDIAN LNO,A SIGACTS MANAGER,,,FRIEND,BLUE,SECRET
